,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
332,0.027,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027
333,0.029,0.029,0.029,0.735,0.029,0.029,0.029,0.029,0.029,0.029
334,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.795
335,0.027,0.027,0.027,0.756,0.027,0.027,0.027,0.027,0.027,0.027
336,0.023,0.023,0.023,0.395,0.150,0.023,0.023,0.293,0.023,0.023
337,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027,0.027
338,0.319,0.023,0.023,0.498,0.023,0.023,0.023,0.023,0.023,0.023
339,0.029,0.029,0.029,0.736,0.029,0.029,0.029,0.029,0.029,0.029
340,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.430,0.345,0.028
341,0.023,0.023,0.023,0.023,0.208,0.023,0.023,0.610,0.023,0.023
342,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.788
343,0.029,0.029,0.029,0.029,0.738,0.029,0.029,0.029,0.029,0.029
344,0.019,0.019,0.391,0.019,0.019,0.019,0.019,0.019,0.454,0.019
345,0.023,0.138,0.023,0.023,0.517,0.023,0.023,0.023,0.023,0.181
346,0.025,0.025,0.025,0.025,0.025,0.778,0.025,0.025,0.025,0.025
347,0.022,0.798,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022
348,0.022,0.022,0.022,0.022,0.022,0.240,0.022,0.022,0.022,0.582
349,0.028,0.028,0.028,0.028,0.028,0.746,0.028,0.028,0.028,0.028
350,0.106,0.020,0.538,0.020,0.020,0.218,0.020,0.020,0.020,0.020
351,0.026,0.545,0.026,0.244,0.026,0.026,0.026,0.026,0.026,0.026
352,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.768
353,0.026,0.026,0.542,0.026,0.254,0.026,0.026,0.026,0.026,0.026
354,0.023,0.023,0.183,0.023,0.023,0.023,0.023,0.023,0.023,0.634
355,0.022,0.022,0.131,0.597,0.022,0.022,0.022,0.022,0.022,0.118
356,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.780,0.024
357,0.023,0.023,0.023,0.023,0.793,0.023,0.023,0.023,0.023,0.023
358,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.767
359,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.750
360,0.024,0.024,0.024,0.024,0.528,0.024,0.024,0.282,0.024,0.024
361,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.801,0.022
362,0.028,0.748,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
363,0.021,0.021,0.532,0.021,0.021,0.300,0.021,0.021,0.021,0.021
364,0.025,0.025,0.025,0.778,0.025,0.025,0.025,0.025,0.025,0.025
365,0.024,0.024,0.024,0.024,0.315,0.492,0.024,0.024,0.024,0.024
366,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.668
367,0.759,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
368,0.200,0.028,0.576,0.028,0.028,0.028,0.028,0.028,0.028,0.028
369,0.030,0.030,0.030,0.030,0.030,0.260,0.030,0.030,0.030,0.501
370,0.027,0.027,0.027,0.027,0.309,0.027,0.027,0.027,0.027,0.475
371,0.019,0.019,0.019,0.019,0.306,0.019,0.019,0.019,0.540,0.019
372,0.028,0.028,0.028,0.553,0.223,0.028,0.028,0.028,0.028,0.028
373,0.025,0.025,0.025,0.025,0.025,0.771,0.025,0.025,0.025,0.025
374,0.025,0.025,0.025,0.505,0.025,0.025,0.025,0.295,0.025,0.025
375,0.020,0.185,0.020,0.020,0.020,0.020,0.652,0.020,0.020,0.020
376,0.024,0.024,0.024,0.024,0.024,0.024,0.785,0.024,0.024,0.024
377,0.031,0.031,0.031,0.031,0.031,0.031,0.725,0.031,0.031,0.031
378,0.025,0.025,0.025,0.025,0.025,0.366,0.025,0.025,0.025,0.435
379,0.030,0.030,0.573,0.030,0.030,0.030,0.030,0.030,0.030,0.190
380,0.770,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
381,0.024,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024
382,0.016,0.016,0.269,0.016,0.601,0.016,0.016,0.016,0.016,0.016
383,0.799,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
384,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.748
385,0.027,0.027,0.027,0.469,0.027,0.027,0.027,0.027,0.315,0.027
386,0.025,0.025,0.384,0.025,0.025,0.025,0.417,0.025,0.025,0.025
387,0.026,0.026,0.026,0.632,0.026,0.026,0.164,0.026,0.026,0.026
388,0.024,0.024,0.024,0.024,0.024,0.024,0.788,0.024,0.024,0.024
389,0.022,0.022,0.022,0.022,0.607,0.022,0.022,0.022,0.215,0.022
390,0.327,0.112,0.395,0.024,0.024,0.024,0.024,0.024,0.024,0.024
391,0.026,0.026,0.026,0.026,0.765,0.026,0.026,0.026,0.026,0.026
392,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.776,0.025
393,0.034,0.034,0.696,0.034,0.034,0.034,0.034,0.034,0.034,0.034
394,0.272,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.221,0.331
395,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.772,0.025,0.025
396,0.358,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.390
397,0.023,0.023,0.023,0.023,0.793,0.023,0.023,0.023,0.023,0.023
398,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.757
399,0.025,0.025,0.459,0.025,0.025,0.025,0.345,0.025,0.025,0.025
400,0.024,0.024,0.397,0.414,0.024,0.024,0.024,0.024,0.024,0.024
401,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.747,0.028,0.028
402,0.668,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.134,0.025
403,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.777
404,0.023,0.023,0.023,0.702,0.023,0.023,0.023,0.116,0.023,0.023
405,0.022,0.022,0.022,0.022,0.538,0.022,0.022,0.287,0.022,0.022
406,0.037,0.037,0.037,0.037,0.252,0.037,0.454,0.037,0.037,0.037
407,0.019,0.019,0.019,0.019,0.019,0.019,0.630,0.219,0.019,0.019
408,0.025,0.025,0.025,0.025,0.025,0.025,0.772,0.025,0.025,0.025
409,0.032,0.032,0.032,0.461,0.032,0.032,0.032,0.032,0.032,0.283
410,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.806
411,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.777
412,0.021,0.021,0.021,0.021,0.021,0.810,0.021,0.021,0.021,0.021
413,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.814
414,0.795,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023
415,0.235,0.025,0.569,0.025,0.025,0.025,0.025,0.025,0.025,0.025
416,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.828,0.019,0.019
417,0.021,0.021,0.021,0.021,0.021,0.021,0.814,0.021,0.021,0.021
418,0.025,0.025,0.662,0.025,0.025,0.025,0.025,0.025,0.025,0.142
419,0.028,0.028,0.028,0.751,0.028,0.028,0.028,0.028,0.028,0.028
420,0.417,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.371,0.026
421,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.796
422,0.022,0.022,0.022,0.799,0.022,0.022,0.022,0.022,0.022,0.022
423,0.028,0.028,0.028,0.752,0.028,0.028,0.028,0.028,0.028,0.028
424,0.027,0.027,0.027,0.027,0.503,0.027,0.027,0.281,0.027,0.027
425,0.522,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.251
426,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.669,0.037
427,0.024,0.024,0.024,0.788,0.024,0.024,0.024,0.024,0.024,0.024
428,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.194,0.028,0.583
429,0.030,0.030,0.030,0.502,0.030,0.030,0.257,0.030,0.030,0.030
430,0.499,0.029,0.029,0.268,0.029,0.029,0.029,0.029,0.029,0.029
431,0.029,0.029,0.029,0.029,0.029,0.261,0.511,0.029,0.029,0.029
432,0.027,0.027,0.759,0.027,0.027,0.027,0.027,0.027,0.027,0.027
433,0.027,0.027,0.027,0.027,0.027,0.759,0.027,0.027,0.027,0.027
434,0.023,0.023,0.023,0.794,0.023,0.023,0.023,0.023,0.023,0.023
435,0.025,0.025,0.662,0.025,0.025,0.141,0.025,0.025,0.025,0.025
436,0.025,0.025,0.250,0.025,0.025,0.337,0.025,0.240,0.025,0.025
437,0.025,0.259,0.025,0.538,0.025,0.025,0.025,0.025,0.025,0.025
438,0.039,0.392,0.039,0.039,0.039,0.039,0.039,0.039,0.298,0.039
439,0.027,0.150,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.632
440,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
441,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.719,0.031,0.031
442,0.025,0.472,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.324
443,0.026,0.763,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
444,0.025,0.025,0.381,0.025,0.025,0.025,0.025,0.419,0.025,0.025
445,0.024,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024
446,0.029,0.029,0.029,0.029,0.743,0.029,0.029,0.029,0.029,0.029
447,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.319,0.550
448,0.320,0.019,0.019,0.019,0.241,0.306,0.019,0.019,0.019,0.019
449,0.027,0.027,0.438,0.348,0.027,0.027,0.027,0.027,0.027,0.027
450,0.032,0.032,0.032,0.032,0.353,0.032,0.032,0.032,0.032,0.394
451,0.027,0.027,0.027,0.027,0.027,0.759,0.027,0.027,0.027,0.027
452,0.176,0.028,0.028,0.237,0.028,0.028,0.028,0.389,0.028,0.028
453,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.541,0.274,0.023
454,0.023,0.023,0.542,0.023,0.273,0.023,0.023,0.023,0.023,0.023
455,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.781,0.024,0.024
456,0.279,0.137,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.461
457,0.023,0.023,0.023,0.023,0.023,0.023,0.350,0.023,0.023,0.464
458,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.778
459,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.770
460,0.361,0.023,0.023,0.452,0.023,0.023,0.023,0.023,0.023,0.023
461,0.030,0.030,0.030,0.030,0.732,0.030,0.030,0.030,0.030,0.030
462,0.024,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024
463,0.023,0.023,0.023,0.023,0.790,0.023,0.023,0.023,0.023,0.023
464,0.022,0.022,0.710,0.022,0.022,0.022,0.022,0.111,0.022,0.022
465,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.774
466,0.021,0.021,0.021,0.021,0.721,0.021,0.021,0.021,0.114,0.021
467,0.025,0.362,0.302,0.025,0.025,0.159,0.025,0.025,0.025,0.025
468,0.032,0.032,0.032,0.032,0.032,0.032,0.291,0.032,0.032,0.454
469,0.715,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032
470,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.752,0.028,0.028
471,0.627,0.025,0.175,0.025,0.025,0.025,0.025,0.025,0.025,0.025
472,0.026,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026
473,0.488,0.026,0.026,0.026,0.026,0.026,0.304,0.026,0.026,0.026
474,0.024,0.167,0.024,0.642,0.024,0.024,0.024,0.024,0.024,0.024
475,0.018,0.018,0.018,0.018,0.839,0.018,0.018,0.018,0.018,0.018
476,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.744
477,0.025,0.025,0.025,0.025,0.025,0.171,0.025,0.632,0.025,0.025
478,0.422,0.024,0.024,0.024,0.275,0.024,0.024,0.134,0.024,0.024
479,0.024,0.024,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024
480,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.790
481,0.023,0.023,0.023,0.023,0.287,0.531,0.023,0.023,0.023,0.023
482,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.710,0.032
483,0.019,0.019,0.019,0.226,0.436,0.019,0.019,0.208,0.019,0.019
484,0.025,0.025,0.778,0.025,0.025,0.025,0.025,0.025,0.025,0.025
485,0.345,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.442
486,0.026,0.026,0.026,0.421,0.026,0.026,0.026,0.026,0.026,0.374
487,0.028,0.028,0.028,0.028,0.028,0.028,0.748,0.028,0.028,0.028
488,0.018,0.018,0.018,0.018,0.018,0.835,0.018,0.018,0.018,0.018
489,0.024,0.024,0.024,0.024,0.024,0.780,0.024,0.025,0.024,0.024
490,0.819,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
491,0.027,0.027,0.027,0.504,0.027,0.027,0.280,0.027,0.027,0.027
492,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.424,0.023,0.396
493,0.329,0.015,0.015,0.015,0.551,0.015,0.015,0.015,0.015,0.015
494,0.023,0.023,0.382,0.023,0.023,0.023,0.023,0.023,0.023,0.433
495,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.767,0.026
496,0.805,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
497,0.024,0.024,0.024,0.572,0.024,0.024,0.024,0.239,0.024,0.024
498,0.022,0.022,0.022,0.022,0.022,0.806,0.022,0.022,0.022,0.022
499,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.787
500,0.371,0.026,0.026,0.167,0.026,0.026,0.026,0.026,0.026,0.278
501,0.027,0.027,0.027,0.760,0.027,0.027,0.027,0.027,0.027,0.027
502,0.645,0.021,0.021,0.021,0.186,0.021,0.021,0.021,0.021,0.021
503,0.028,0.028,0.028,0.028,0.028,0.746,0.028,0.028,0.028,0.028
504,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.784,0.024
505,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.761,0.027
506,0.019,0.019,0.019,0.019,0.829,0.019,0.019,0.019,0.019,0.019
507,0.516,0.032,0.032,0.032,0.032,0.229,0.032,0.032,0.032,0.032
508,0.033,0.033,0.033,0.033,0.033,0.384,0.033,0.033,0.033,0.348
509,0.025,0.025,0.025,0.569,0.025,0.233,0.025,0.025,0.025,0.025
510,0.521,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.292
511,0.828,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
512,0.027,0.166,0.237,0.027,0.409,0.027,0.027,0.027,0.027,0.027
513,0.315,0.026,0.480,0.026,0.026,0.026,0.026,0.026,0.026,0.026
514,0.600,0.025,0.025,0.025,0.025,0.201,0.025,0.025,0.025,0.025
515,0.020,0.020,0.503,0.020,0.209,0.020,0.020,0.145,0.020,0.020
516,0.149,0.022,0.022,0.022,0.022,0.188,0.022,0.022,0.022,0.512
517,0.025,0.025,0.299,0.025,0.279,0.249,0.025,0.025,0.025,0.025
518,0.443,0.017,0.017,0.017,0.218,0.071,0.017,0.165,0.017,0.017
519,0.654,0.026,0.026,0.134,0.026,0.026,0.026,0.026,0.026,0.026
520,0.020,0.405,0.020,0.020,0.020,0.020,0.020,0.020,0.431,0.020
521,0.805,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
522,0.024,0.024,0.024,0.649,0.024,0.024,0.024,0.156,0.024,0.024
523,0.028,0.028,0.542,0.236,0.028,0.028,0.028,0.028,0.028,0.028
524,0.024,0.024,0.024,0.492,0.318,0.024,0.024,0.024,0.024,0.024
525,0.022,0.022,0.491,0.022,0.022,0.335,0.022,0.022,0.022,0.022
526,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.395,0.301,0.038
527,0.025,0.025,0.025,0.779,0.025,0.025,0.025,0.025,0.025,0.025
528,0.027,0.027,0.027,0.757,0.027,0.027,0.027,0.027,0.027,0.027
529,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.743,0.029
530,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.731,0.030
531,0.029,0.029,0.029,0.735,0.029,0.029,0.029,0.029,0.029,0.029
532,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.381,0.026,0.412
533,0.021,0.021,0.021,0.021,0.021,0.815,0.021,0.021,0.021,0.021
534,0.640,0.024,0.024,0.024,0.024,0.168,0.024,0.024,0.024,0.024
535,0.025,0.025,0.776,0.025,0.025,0.025,0.025,0.025,0.025,0.025
536,0.016,0.016,0.016,0.016,0.301,0.016,0.573,0.016,0.016,0.016
537,0.534,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.273
538,0.026,0.026,0.026,0.026,0.026,0.769,0.026,0.026,0.026,0.026
539,0.030,0.030,0.030,0.030,0.030,0.727,0.030,0.030,0.030,0.030
540,0.020,0.092,0.020,0.020,0.020,0.020,0.020,0.020,0.315,0.453
541,0.024,0.024,0.267,0.024,0.539,0.024,0.024,0.024,0.024,0.024
542,0.182,0.017,0.017,0.017,0.503,0.197,0.017,0.017,0.017,0.017
543,0.028,0.028,0.028,0.028,0.028,0.028,0.749,0.028,0.028,0.028
544,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.157,0.019,0.693
545,0.024,0.504,0.024,0.024,0.024,0.024,0.306,0.024,0.024,0.024
546,0.018,0.018,0.018,0.018,0.840,0.018,0.018,0.018,0.018,0.018
547,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.693,0.034
548,0.023,0.294,0.523,0.023,0.023,0.023,0.023,0.023,0.023,0.023
549,0.466,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.293
550,0.024,0.024,0.024,0.024,0.024,0.568,0.024,0.024,0.242,0.024
551,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.778
552,0.018,0.018,0.018,0.018,0.685,0.018,0.018,0.170,0.018,0.018
553,0.027,0.027,0.027,0.027,0.027,0.027,0.759,0.027,0.027,0.027
554,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026,0.026
555,0.024,0.024,0.024,0.708,0.024,0.101,0.024,0.024,0.024,0.024
556,0.026,0.026,0.026,0.509,0.284,0.026,0.026,0.026,0.026,0.026
557,0.024,0.024,0.024,0.667,0.024,0.143,0.024,0.024,0.024,0.024
558,0.027,0.027,0.027,0.252,0.027,0.027,0.027,0.027,0.027,0.530
559,0.028,0.028,0.028,0.747,0.028,0.028,0.028,0.028,0.028,0.028
560,0.021,0.021,0.164,0.021,0.294,0.394,0.021,0.021,0.021,0.021
561,0.027,0.027,0.027,0.027,0.027,0.661,0.027,0.027,0.027,0.127
562,0.504,0.018,0.018,0.018,0.351,0.018,0.018,0.018,0.018,0.018
563,0.026,0.161,0.026,0.634,0.026,0.026,0.026,0.026,0.026,0.026
564,0.024,0.024,0.024,0.786,0.024,0.024,0.024,0.024,0.024,0.024
565,0.018,0.088,0.018,0.018,0.220,0.018,0.018,0.018,0.018,0.563
566,0.756,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
567,0.732,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
568,0.030,0.030,0.030,0.030,0.030,0.030,0.728,0.030,0.030,0.030
569,0.025,0.025,0.025,0.025,0.025,0.778,0.025,0.025,0.025,0.025
570,0.031,0.031,0.031,0.031,0.718,0.031,0.031,0.031,0.031,0.031
571,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.777
572,0.032,0.032,0.032,0.032,0.391,0.032,0.032,0.032,0.032,0.352
573,0.023,0.302,0.023,0.389,0.023,0.023,0.150,0.023,0.023,0.023
574,0.021,0.021,0.283,0.021,0.021,0.021,0.077,0.021,0.021,0.497
575,0.026,0.261,0.026,0.026,0.026,0.026,0.528,0.026,0.026,0.026
576,0.026,0.026,0.026,0.026,0.026,0.767,0.026,0.026,0.026,0.026
577,0.028,0.028,0.028,0.028,0.028,0.750,0.028,0.028,0.028,0.028
578,0.023,0.023,0.023,0.023,0.023,0.023,0.268,0.023,0.023,0.549
579,0.026,0.026,0.619,0.176,0.026,0.026,0.026,0.026,0.026,0.026
580,0.026,0.085,0.026,0.026,0.026,0.026,0.184,0.026,0.026,0.549
581,0.026,0.764,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
582,0.026,0.026,0.603,0.026,0.026,0.026,0.026,0.191,0.026,0.026
583,0.025,0.025,0.025,0.025,0.774,0.025,0.025,0.025,0.025,0.025
584,0.025,0.025,0.025,0.661,0.025,0.025,0.141,0.025,0.025,0.025
585,0.025,0.025,0.025,0.025,0.776,0.025,0.025,0.025,0.025,0.025
586,0.288,0.031,0.031,0.460,0.031,0.031,0.031,0.031,0.031,0.031
587,0.020,0.020,0.020,0.020,0.824,0.020,0.020,0.020,0.020,0.020
588,0.024,0.024,0.025,0.025,0.024,0.780,0.025,0.025,0.024,0.024
589,0.023,0.023,0.023,0.023,0.023,0.023,0.797,0.023,0.023,0.023
590,0.032,0.716,0.032,0.032,0.032,0.031,0.031,0.031,0.032,0.031
591,0.366,0.035,0.035,0.035,0.035,0.356,0.035,0.035,0.035,0.035
592,0.802,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
593,0.798,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
594,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.525,0.260
595,0.017,0.017,0.065,0.017,0.653,0.017,0.017,0.017,0.017,0.166
596,0.030,0.030,0.030,0.030,0.732,0.030,0.030,0.030,0.030,0.030
597,0.030,0.030,0.030,0.030,0.732,0.030,0.030,0.030,0.030,0.030
598,0.025,0.025,0.775,0.025,0.025,0.025,0.025,0.025,0.025,0.025
599,0.016,0.016,0.105,0.016,0.704,0.081,0.016,0.016,0.016,0.016
600,0.027,0.027,0.387,0.027,0.027,0.027,0.399,0.027,0.027,0.027
601,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.767,0.026
602,0.029,0.029,0.029,0.029,0.743,0.029,0.029,0.029,0.029,0.029
603,0.303,0.504,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
604,0.024,0.435,0.024,0.024,0.024,0.024,0.024,0.377,0.024,0.024
605,0.025,0.025,0.412,0.025,0.025,0.390,0.025,0.025,0.025,0.025
606,0.020,0.020,0.520,0.251,0.020,0.090,0.020,0.020,0.020,0.020
607,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.762,0.026
608,0.031,0.031,0.031,0.717,0.031,0.031,0.031,0.031,0.031,0.031
609,0.027,0.027,0.027,0.027,0.756,0.027,0.027,0.027,0.027,0.027
610,0.026,0.026,0.770,0.026,0.026,0.026,0.026,0.026,0.026,0.026
611,0.024,0.024,0.024,0.024,0.024,0.271,0.024,0.535,0.024,0.024
612,0.022,0.022,0.022,0.022,0.022,0.022,0.798,0.022,0.022,0.022
613,0.491,0.017,0.375,0.017,0.017,0.017,0.017,0.017,0.017,0.017
614,0.030,0.030,0.030,0.030,0.030,0.030,0.521,0.030,0.240,0.030
615,0.024,0.781,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
616,0.028,0.028,0.028,0.746,0.028,0.028,0.028,0.028,0.028,0.028
617,0.024,0.093,0.713,0.024,0.024,0.024,0.024,0.024,0.024,0.024
618,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.820
619,0.019,0.019,0.019,0.019,0.019,0.019,0.829,0.019,0.019,0.019
620,0.030,0.231,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.529
621,0.024,0.024,0.686,0.024,0.024,0.024,0.124,0.024,0.024,0.024
622,0.762,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
623,0.022,0.223,0.022,0.603,0.022,0.022,0.022,0.022,0.022,0.022
624,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.223,0.572
625,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.763,0.026
626,0.746,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
627,0.743,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029
628,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.801
629,0.755,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
630,0.458,0.021,0.095,0.021,0.021,0.021,0.021,0.139,0.021,0.181
631,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.735
632,0.773,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
633,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.752,0.028,0.028
634,0.655,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.145,0.025
635,0.028,0.028,0.348,0.028,0.424,0.028,0.028,0.028,0.028,0.028
636,0.043,0.043,0.613,0.043,0.043,0.043,0.043,0.043,0.043,0.043
637,0.024,0.024,0.350,0.460,0.024,0.024,0.024,0.024,0.024,0.024
638,0.027,0.027,0.027,0.027,0.027,0.027,0.758,0.027,0.027,0.027
639,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.719,0.031
640,0.020,0.020,0.177,0.020,0.020,0.337,0.343,0.020,0.020,0.020
641,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.734,0.030
642,0.029,0.268,0.029,0.504,0.029,0.029,0.029,0.029,0.029,0.029
643,0.022,0.022,0.357,0.022,0.022,0.022,0.317,0.022,0.173,0.022
644,0.024,0.780,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
645,0.022,0.022,0.805,0.022,0.022,0.022,0.022,0.022,0.022,0.022
646,0.024,0.024,0.586,0.024,0.024,0.225,0.024,0.024,0.024,0.024
647,0.025,0.025,0.025,0.777,0.025,0.025,0.025,0.025,0.025,0.025
648,0.026,0.026,0.769,0.026,0.026,0.026,0.026,0.026,0.026,0.026
649,0.028,0.028,0.028,0.028,0.565,0.210,0.028,0.028,0.028,0.028
650,0.164,0.018,0.018,0.018,0.694,0.018,0.018,0.018,0.018,0.018
651,0.027,0.027,0.027,0.306,0.027,0.027,0.027,0.027,0.027,0.477
652,0.501,0.019,0.019,0.019,0.104,0.019,0.019,0.019,0.019,0.265
653,0.017,0.415,0.017,0.017,0.453,0.017,0.017,0.017,0.017,0.017
654,0.024,0.024,0.475,0.024,0.024,0.024,0.024,0.336,0.024,0.024
655,0.799,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
656,0.022,0.022,0.800,0.022,0.022,0.022,0.022,0.022,0.022,0.022
657,0.023,0.023,0.794,0.023,0.023,0.023,0.023,0.023,0.023,0.023
658,0.022,0.022,0.022,0.022,0.804,0.022,0.022,0.022,0.022,0.022
659,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.733
660,0.016,0.016,0.016,0.016,0.507,0.016,0.133,0.016,0.016,0.247
661,0.021,0.021,0.021,0.021,0.815,0.021,0.021,0.021,0.021,0.021
662,0.024,0.024,0.024,0.024,0.222,0.024,0.024,0.024,0.024,0.589
663,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.762
